,SECUCODE,SECUNAME,EPSJB,EPSKCJB,YS,YSTZ,YSHZ,SJL,SJLTZ,SJLHZ,BPS,ROEPJ,MGXJJE,XSMLL,LRFP,GXL,NOTICEDATE,REPORTDATE,TYPE,COMPANYCODE
2484,300104,乐视网,0.38,0.16,238258165.65,63.49128635,-8.265,70099429.37,57.63306374,1.2283,9.39,15.6,0.65485087,66.33280049,10转10送2派1.5,0.559075661572866,2012-03-15T00:00:00,2010-12-31T00:00:00,3,80148607
2485,002410,广联达,0.64,0.66,450567434.15,45.99749868,28.795,165035461.88,57.62587699,31.3224,9.59391096,14.99,1.07767668,97.39157588,10转5派6,1.70648464163823,2012-03-15T00:00:00,2010-12-31T00:00:00,4,80140488
2486,002092,中泰化学,0.271,0.244,4081123546.0,22.68518668,21.3055,291272638.66,182.43167458,99.9879,5.71099103,5.64,0.54969513,23.09336926,10派0.5,0.363636363636364,2012-03-15T00:00:00,2010-12-31T00:00:00,4,80087143
2487,300149,量子高科,0.34,0.15,123809674.72,23.50733096,25.0814,33750390.19,14.81972053,27.0559,8.53,29.0,0.31063733,46.39944373,10转10派1.35,1.00148367952522,2012-03-15T00:00:00,2010-12-31T00:00:00,3,80051582
2488,600864,哈投股份,0.5,0.05,790139374.35,7.01332378,161.7323,274633082.0,28.82173347,3937.1994,3.83735901,12.62,0.53428784,22.67980958,10派0.5,0.495049504950495,2012-03-15T00:00:00,2010-12-31T00:00:00,1,10000813
2489,000695,滨海能源,0.02,-0.16,673443805.06,17.44368258,54.7573,5382038.89,111.55720219,682.8861,1.35232843,1.81,0.17693309,-2.03205932,不分配不转增,-,2012-03-15T00:00:00,2010-12-31T00:00:00,2,10001013
2490,000981,银亿股份,0.75,0.74,4106759407.09,-77.91091658,3.3201,521045545.28,-89.19569888,297.0323,10.88291527,34.93,-8.93523124,33.31465324,不分配不转增,-,2012-03-15T00:00:00,2010-12-31T00:00:00,2,10001231
2491,600963,岳阳林纸,0.38,0.18,6138384050.66,56.92506264,17.582,267297274.96,67.4704681,-64.2269,6.3335291,7.01,1.02129749,20.95860672,10派0.25,0.297973778307509,2012-03-15T00:00:00,2010-12-31T00:00:00,1,10001368
2492,600651,飞乐音响,0.15,0.122,1488122150.21,13.36786802,9.6221,92965117.08,36.07302024,29.9929,1.72813683,9.17,0.1721581,23.08833121,10派0.4,0.36003600360036,2012-03-15T00:00:00,2010-12-31T00:00:00,1,10000458
2493,600073,上海梅林,0.23,-0.09,4990500837.03,11.13382565,45.686,81018238.6,103.9291665,-192.2528,4.24593294,5.68,0.11535517,13.24014737,不分配不转增,-,2012-03-15T00:00:00,2010-12-31T00:00:00,1,10000046
2494,600560,金自天正,0.33,0.22,699021459.51,4.23640663,7.9463,49872292.22,19.73397987,-34.3169,5.37125803,9.72,0.13842721,20.06629813,10送5派1,0.645577792123951,2012-03-15T00:00:00,2010-12-31T00:00:00,1,10000377
2495,600733,S*ST前锋,-0.039,-0.039,215175139.59,-9.29110506,33305.0721,-7741526.84,-515.61291045,-258.8362,1.28101351,-2.99,0.55533387,30.89625325,不分配不转增,-,2012-03-15T00:00:00,2010-12-31T00:00:00,1,10000540
2496,002049,紫光国芯,0.2786,0.2798,348693793.59,20.69425369,-19.6282,37604457.66,10.29838595,-83.571,3.21290575,11.71,0.35251741,25.72026212,10派1.1,0.495718792248761,2012-03-15T00:00:00,2010-12-31T00:00:00,4,10001451
2497,600677,航天通信,0.3555,0.0137,5023053287.09,42.58051832,66.9715,115953551.66,1052.53986127,1081.5211,2.80505551,11.14,-0.51691882,8.50837994,不分配不转增,-,2012-03-15T00:00:00,2010-12-31T00:00:00,1,10000484
2498,600004,白云机场,0.51,0.5,3865479479.2,16.9199896,17.366,587778570.54,8.06845835,-27.7322,5.69863914,9.28,1.43169942,36.55312555,10派3,4.21348314606742,2012-03-15T00:00:00,2010-12-31T00:00:00,1,10001272
2499,600502,安徽水利,0.61,0.51,3833482830.84,87.60300178,316.4808,203105028.92,366.01429105,2466.1952,3.82078978,27.62,0.95283857,18.009509,10转3送2派0.7,0.600858369098712,2012-03-15T00:00:00,2010-12-31T00:00:00,1,10001270
2500,600621,华鑫股份,0.215,0.2,1406738061.17,39.70604817,38.1743,112669298.45,11.11764297,533.756,2.33461936,9.66,-0.13238734,21.59750827,10派1,1.43266475644699,2012-03-15T00:00:00,2010-12-31T00:00:00,1,10000428
2501,000836,鑫茂科技,0.024,-0.0776,862941950.59,10.0567297,7.0489,7007998.5,-87.46668489,-87.5667,2.46344122,0.97,0.16437672,17.23742804,不分配不转增,-,2012-03-15T00:00:00,2010-12-31T00:00:00,2,10001127
2502,000059,华锦股份,0.3437,0.3399,23927330309.23,729.22670318,72.5519,412657232.57,99.00563173,284.5101,5.47793375,12.95,1.23392825,16.47914554,不分配不转增,-,2012-03-15T00:00:00,2010-12-31T00:00:00,2,10000645
2503,000813,德展健康,0.02,0.0001,296633730.4,19.18789293,-6.2209,6322783.25,113.55397003,-75.284,1.13325248,1.54,-0.11086587,28.04010106,不分配不转增,-,2012-03-15T00:00:00,2010-12-31T00:00:00,2,10001107
2504,600506,香梨股份,0.021,0.017,61386474.51,165.96869643,542.6047,3117909.11,-90.17261856,1999.5178,1.91344545,1.11,0.22224292,28.71195033,不分配不转增,-,2012-03-15T00:00:00,2010-12-31T00:00:00,1,10000342
2508,300142,沃森生物,1.34,1.26,358792291.69,50.04086574,39.3496,154416606.8,102.29772748,15.0718,25.509,35.33,0.86711202,90.88011342,10转5,-,2012-03-14T00:00:00,2010-12-31T00:00:00,3,80133725
2509,000628,高新发展,0.07,0.036,1214529724.01,13.55807964,119.2762,15267591.52,-25.11037741,553.3836,0.7669201,9.5,0.69098341,25.58255467,不分配不转增,-,2012-03-14T00:00:00,2010-12-31T00:00:00,2,10000962
2510,600629,华建集团,0.249,0.005,757265153.62,-12.6360382,1895.8386,72164726.22,-46.72257749,738.7012,2.59690421,10.066,-0.47464332,24.52267559,10转2,-,2012-03-14T00:00:00,2010-12-31T00:00:00,1,10000436
