,SECUCODE,SECUNAME,EPSJB,EPSKCJB,YS,YSTZ,YSHZ,SJL,SJLTZ,SJLHZ,BPS,ROEPJ,MGXJJE,XSMLL,LRFP,GXL,NOTICEDATE,REPORTDATE,TYPE,COMPANYCODE
257,002773,康弘药业,0.33,0.29,796088000.0,24.73772327,-,108507000.0,31.6078654,-,1.87,18.27,0.91196267,89.44602858,,-,2012-07-06T00:00:00,2010-12-31T00:00:00,4,80198753
258,300387,富邦股份,0.8,0.76,212563173.86,23.8509204,-,36189155.02,26.31760826,-,2.33,45.84,0.24724755,29.29878417,,-,2012-07-06T00:00:00,2010-12-31T00:00:00,3,80198773
259,300342,天银机电,0.84,0.81,295113511.69,37.8535569,-,59172423.06,34.7872553,-,2.2,59.67,0.12117687,34.5918674,,-,2012-07-06T00:00:00,2010-12-31T00:00:00,3,80027296
260,300341,麦迪电气,0.63,0.57,265861593.16,19.13250423,-,43366830.0,13.03932919,-,1.95,35.53,0.45684754,31.04622454,,-,2012-07-06T00:00:00,2010-12-31T00:00:00,3,80198869
261,300340,科恒股份,0.95,0.9,362043760.54,41.74042529,-,35455076.12,30.89837498,-,3.7906,28.5,-0.11654072,19.62735372,,-,2012-07-06T00:00:00,2010-12-31T00:00:00,3,80167143
263,300405,科隆股份,1.06,1.06,709823485.54,92.97706623,-,52433249.57,50.1221373,-,2.96,45.87,0.59723353,18.68068086,,-,2012-07-04T00:00:00,2010-12-31T00:00:00,3,80198828
264,300386,飞天诚信,0.0,-,214977752.76,57.35784192,-,38659575.53,120.26599433,-,2.6,36.22,-0.61767697,42.16823005,,-,2012-07-02T00:00:00,2010-12-31T00:00:00,3,80198810
266,002689,远大智能,0.25,0.45,1339618843.57,35.48830356,-,57248718.57,-38.81725511,-,1.80418465,13.43,0.63647134,27.92296738,,-,2012-06-29T00:00:00,2010-12-31T00:00:00,4,80197890
267,300337,银邦股份,0.65,0.68,1234667558.41,77.57080669,-,91498361.61,19.92311337,-,3.6772,23.13,-0.06212449,17.75503463,,-,2012-06-29T00:00:00,2010-12-31T00:00:00,3,80198376
268,300338,开元股份,1.04,0.93,210151599.57,32.54546577,-,39344340.4,71.35265523,-,5.42,23.43,0.68310613,51.42507048,,-,2012-06-29T00:00:00,2010-12-31T00:00:00,3,80198308
269,300339,润和软件,0.63,0.54,145495245.27,35.99772479,-,32779502.65,17.65573702,-,3.38,19.01,0.31854964,47.09465719,,-,2012-06-29T00:00:00,2010-12-31T00:00:00,3,80197732
270,002905,金逸影视,0.6,0.56,686338511.89,60.85876046,-,66434035.23,57.8379138,-,1.81688288,40.46,2.20177042,28.64607833,,-,2012-06-27T00:00:00,2010-12-31T00:00:00,4,80198678
271,603008,喜临门,0.53,0.45,670070903.82,11.25460789,-,80568955.57,14.46361456,-,1.74896669,38.59,0.441652,38.94347603,,-,2012-06-27T00:00:00,2010-12-31T00:00:00,1,80198015
272,002688,金河生物,0.6458,0.6142,590218256.32,28.65739801,-,52753943.87,95.18427032,-,2.96596427,24.88,1.44508781,31.44617237,,-,2012-06-26T00:00:00,2010-12-31T00:00:00,4,80191041
273,603100,川仪股份,0.43,0.36,2467515873.87,14.79773342,-,126928193.84,-0.63279895,-,2.35,19.15,0.57810909,24.96916324,,-,2012-06-25T00:00:00,2010-12-31T00:00:00,1,80009854
274,002756,永兴特钢,1.59,1.52,3700157338.87,57.75182634,-,237987063.73,18.1887617,-,5.89,30.65,1.34082633,10.18142968,,-,2012-06-25T00:00:00,2010-12-31T00:00:00,4,80133663
275,002687,乔治白,0.98,0.94,416486718.99,37.77398045,-,72453786.87,78.55739758,-,3.80563556,27.96,0.77157486,49.93576293,,-,2012-06-25T00:00:00,2010-12-31T00:00:00,4,80198381
277,300399,京天利,0.0,-,112650170.03,22.00567244,-,34295036.23,34.26479016,-,4.61,45.74,2.06072568,70.4126288,,-,2012-06-21T00:00:00,2010-12-31T00:00:00,3,80198731
279,300336,新文化,0.4867,0.45,117626998.04,98.18089149,-,31798619.22,216.76237696,-,2.21,29.0,0.0254525,41.11902456,,-,2012-06-19T00:00:00,2010-12-31T00:00:00,3,80197888
280,300335,迪森股份,0.4,0.19,146701895.85,198.18634366,-,39219147.2,227.36497639,-,1.99,23.5,0.06455924,32.79026968,,-,2012-06-19T00:00:00,2010-12-31T00:00:00,3,80137846
282,601608,中信重工,0.31,0.3,6511291419.8,14.59739586,-,642298081.21,58.74044744,-,2.07524761,27.32,0.50698581,28.2460878,,-,2012-06-16T00:00:00,2010-12-31T00:00:00,1,80031365
283,300334,津膜科技,0.43,0.4,147727351.83,74.99757486,-,36923532.13,124.90731082,-,1.8774,25.46,0.07376087,46.81275151,,-,2012-06-13T00:00:00,2010-12-31T00:00:00,3,80198016
284,002686,亿利达,0.93,0.91,447623206.24,41.41373884,-,63049270.3,50.08223634,-,3.33205586,32.32,0.54363289,32.63456262,,-,2012-06-12T00:00:00,2010-12-31T00:00:00,4,80133642
285,300333,兆日科技,0.5,0.49,122601071.67,97.0213134,-,41711042.47,91.50676498,-,1.6912,34.25,0.52757211,80.49460181,,-,2012-06-11T00:00:00,2010-12-31T00:00:00,3,80197733
286,300402,宝色股份,0.28,0.22,593817100.0,-14.44477294,-,41831400.0,22.04140458,-,2.03,14.64,0.16788079,23.41236047,,-,2012-06-07T00:00:00,2010-12-31T00:00:00,3,80027691
287,300331,苏大维格,0.74,0.67,190395635.83,26.11865546,-,34419156.54,29.35644478,-,3.0256,27.87,0.36294838,31.06549398,,-,2012-06-07T00:00:00,2010-12-31T00:00:00,3,80155184
288,300332,天壕环境,0.14,0.13,90019579.44,82.29800851,-,29711604.77,168.07009626,-,1.7183,9.45,0.24029314,59.11299347,,-,2012-06-07T00:00:00,2010-12-31T00:00:00,3,80194464
290,002728,特一药业,0.66,0.63,250807519.02,24.07669408,-,47984751.77,99.10781449,-,2.28,34.83,0.62554348,34.78652044,,-,2012-06-06T00:00:00,2010-12-31T00:00:00,4,80198792
291,002724,海洋王,0.5369,0.49,1186389575.29,22.53223578,-,187913067.47,56.44233091,-,1.88,31.35,0.44405527,70.72171397,,-,2012-06-06T00:00:00,2010-12-31T00:00:00,4,80198730
298,300419,浩丰科技,0.87,0.87,115812396.74,9.23789069,-,26786417.43,83.34580927,-,2.31,46.28,0.59577278,36.89250755,,-,2012-05-31T00:00:00,2010-12-31T00:00:00,3,80198467
299,300330,华虹计通,0.53,0.51,220257007.49,8.63100855,-,30191021.68,50.4675565,-,1.86,31.64,0.70732725,33.59868281,,-,2012-05-30T00:00:00,2010-12-31T00:00:00,3,80166747
300,300329,海伦钢琴,0.68,0.57,266374199.56,29.79953113,-,33963568.44,34.04199579,-,2.53,27.16,0.72769477,31.32762383,,-,2012-05-30T00:00:00,2010-12-31T00:00:00,3,80153028
301,300328,宜安科技,0.5813,0.509,272963702.29,22.11441186,-,48818122.09,27.0124132,-,2.0577,32.92,0.71947561,32.20333539,,-,2012-05-30T00:00:00,2010-12-31T00:00:00,3,80198486
302,300385,雪浪环境,0.7186,0.7212,291860704.72,29.15884897,-,33018248.58,64.52336222,-,2.63,36.3,-1.08124131,26.97334735,,-,2012-05-25T00:00:00,2010-12-31T00:00:00,3,80198460
303,300327,中颖电子,0.6207,0.614,371888014.26,6.01448429,-,59582644.17,14.49596809,-,1.7417,35.64,0.80177322,42.76626161,,-,2012-05-25T00:00:00,2010-12-31T00:00:00,3,80195005
304,300326,凯利泰,0.9447,0.7535,58693234.23,51.38277972,-,35602690.29,98.7411799,-,2.008,62.0,0.82783,83.87034701,,-,2012-05-25T00:00:00,2010-12-31T00:00:00,3,80193850
307,002684,猛狮科技,0.94,0.94,335765138.7,38.7714322,-,37462186.82,31.35259054,-,4.99536458,20.82,1.15543736,28.91621142,,-,2012-05-23T00:00:00,2010-12-31T00:00:00,4,80189557
308,002685,华东重机,0.55,0.48,485733932.17,43.14743261,-,82523499.47,82.34086324,-,1.35775719,46.94,0.34943471,28.58402502,,-,2012-05-22T00:00:00,2010-12-31T00:00:00,4,80196451
309,601339,百隆东方,1.55,1.04,4874786341.82,47.60692711,-,930126192.32,85.06356051,-,4.33494278,42.16,0.87609036,27.20022516,,-,2012-05-22T00:00:00,2010-12-31T00:00:00,1,80154098
310,002682,龙洲股份,1.09,0.73,1575697858.95,62.96136931,-,104289018.59,53.66217945,-,4.03416096,25.45,3.1575657,23.5165916,,-,2012-05-22T00:00:00,2010-12-31T00:00:00,4,80196607
311,002683,宏大爆破,0.66,0.42,1328229188.04,14.26652762,-,95568634.2,31.12070372,-,1.93292471,27.69,0.27172564,23.72592741,,-,2012-05-22T00:00:00,2010-12-31T00:00:00,4,80127308
313,603609,禾丰牧业,0.41,0.38,5643423521.04,14.03756515,-,192625712.09,-15.80358618,-,2.32313773,19.05,0.00792008,10.10204059,,-,2012-05-17T00:00:00,2010-12-31T00:00:00,1,80154151
314,603023,威帝股份,0.78,0.77,151724256.46,46.48609577,-,46849942.58,83.552361,-,2.32,39.79,0.70729519,54.77087311,,-,2012-05-17T00:00:00,2010-12-31T00:00:00,1,80198806
315,002838,道恩股份,0.64,0.62,325107763.19,54.69464761,-,29669339.14,119.96848648,-,2.16,33.68,0.28780045,19.00806962,,-,2012-05-17T00:00:00,2010-12-31T00:00:00,4,80197632
316,300391,康跃科技,0.62,0.52,177609816.89,38.61522964,-,30808332.98,73.36828566,-,2.35,31.86,0.54135602,40.63740429,,-,2012-05-17T00:00:00,2010-12-31T00:00:00,3,80198578
317,300546,雄帝科技,0.6705,0.6462,86717498.55,59.41788382,-,26819129.78,68.99725719,-,2.38,32.85,0.41015595,54.96647745,,-,2012-05-17T00:00:00,2010-12-31T00:00:00,3,80198438
318,300322,硕贝德,0.3481,0.3832,165755930.25,108.41195369,-,23672404.07,118.36273177,-,1.52,39.52,0.34467407,37.9235698,,-,2012-05-16T00:00:00,2010-12-31T00:00:00,3,80197730
319,002680,长生生物,0.8,0.78,294322283.11,32.69537542,-,47867551.46,43.50741362,-,2.57907095,36.53,0.22036457,32.75319852,,-,2012-05-16T00:00:00,2010-12-31T00:00:00,4,80198380
321,601965,中国汽研,0.31,0.2,2156947369.73,56.68290449,-,138600235.76,84.23104131,-,1.87685338,18.01,0.7679492,12.60371685,,-,2012-05-15T00:00:00,2010-12-31T00:00:00,1,80078488
322,002681,奋达科技,0.78,0.66,662053660.35,41.60910537,-,87699065.58,16.13745138,-,3.14715114,25.78,0.96871593,26.72331321,,-,2012-05-15T00:00:00,2010-12-31T00:00:00,4,80198912
323,300324,旋极信息,0.67,0.67,182947672.24,76.16510726,-,26852136.38,107.28928593,-,2.78,30.19,0.72811698,33.71416662,,-,2012-05-14T00:00:00,2010-12-31T00:00:00,3,80188843
324,300325,德威新材,0.78,0.75,531725459.63,15.71416313,-,47088521.86,20.07458744,-,4.31,19.8,1.257213,17.80826937,,-,2012-05-14T00:00:00,2010-12-31T00:00:00,3,80156737
325,002678,珠江钢琴,0.27,0.28,982156439.47,16.09272768,-,118110897.4,36.67240304,-,1.91438669,14.64,0.36750942,32.56528065,,-,2012-05-11T00:00:00,2010-12-31T00:00:00,4,80197344
326,300323,华灿光电,0.92,0.89,350656257.02,249.52264011,-,111813837.64,658.39078796,-,5.8532,38.06,0.47155072,52.21558843,,-,2012-05-11T00:00:00,2010-12-31T00:00:00,3,80198532
327,002679,福建金森,0.38,0.33,110434219.1,31.58436955,-,39829449.61,25.0179022,-,1.52274068,29.69,0.20453724,78.46281802,,-,2012-05-11T00:00:00,2010-12-31T00:00:00,4,80197889
328,300316,晶盛机电,1.27,1.38,379826201.9,109.18666471,-,126672741.75,110.28745124,-,2.1,67.48,1.28999079,55.39519337,,-,2012-05-10T00:00:00,2010-12-31T00:00:00,3,80196979
329,002843,泰嘉股份,0.46,0.45,192528254.28,12.28483923,-,45996608.81,152.53544728,-,1.93,25.58,0.26326461,45.47651611,,-,2012-05-09T00:00:00,2010-12-31T00:00:00,4,80086859
330,603128,华贸物流,0.34,0.22,7002324403.54,56.37906175,-,101503686.56,91.15534587,-,1.72216016,20.0,0.81865291,5.75021124,,-,2012-05-08T00:00:00,2010-12-31T00:00:00,1,80195678
331,601588,北辰实业,0.06,0.06,5564129051.0,13.53134079,-44.6084,203058165.0,-64.81418638,-57.4199,2.72515634,2.23,-0.19658441,34.3118006,10派0.2,0.560224089635854,2012-05-08T00:00:00,2010-12-31T00:00:00,1,10001912
332,002676,顺威股份,0.92,0.88,1098141939.09,68.12809256,-,110054967.93,101.9092094,-,2.97572895,33.46,0.79196633,24.34675855,,-,2012-05-04T00:00:00,2010-12-31T00:00:00,4,80195267
333,002675,东诚药业,0.63,0.6172,663628430.07,76.28197012,-,50639117.73,58.3041675,-,3.53456603,30.59,1.05586357,14.76259676,,-,2012-05-04T00:00:00,2010-12-31T00:00:00,4,80195002
334,002677,浙江美大,0.42,0.49,332314874.04,14.13556909,-,62606817.68,-27.29670338,-,1.76822228,21.24,1.43059024,54.14019826,,-,2012-05-04T00:00:00,2010-12-31T00:00:00,4,80195268
336,300319,麦捷科技,0.64,0.63,106850343.81,36.25036111,-,25644931.44,61.06071088,-,2.04,36.47,0.77392704,40.20949827,,-,2012-05-02T00:00:00,2010-12-31T00:00:00,3,80196978
337,300321,同大股份,1.2728,1.27,356099453.28,33.2958343,-,42383898.73,36.54491881,-,5.5618,25.84,1.68468354,23.39212527,,-,2012-05-02T00:00:00,2010-12-31T00:00:00,3,80133718
338,603123,翠微股份,0.69,0.65,3853419592.16,27.16358607,-,104140549.36,5.74977569,-,2.11754752,32.09,1.98548789,19.84160216,,-,2012-05-02T00:00:00,2010-12-31T00:00:00,1,80154282
341,600926,杭州银行,1.14,-,5015826000.0,37.07045464,-,1911116000.0,39.95548939,-,7.14252347,-,15.93691038,-,,-,2012-04-30T00:00:00,2010-12-31T00:00:00,1,80058614
348,600438,通威股份,0.2339,0.1372,9621581051.38,-7.2902578,-45.1616,160788660.96,9.67407526,-130.9887,1.97920468,11.99,0.29468709,8.88132554,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10001331
349,600291,西水股份,0.0549,-0.0366,784180470.15,-,-38.3693,21082207.5,-95.27195918,5.9068,5.65105017,0.83,0.23092483,-,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000237
350,601999,出版传媒,0.24,0.15,1328393059.56,2.82238338,-35.1857,129852401.24,0.40614193,353.47,2.8770375,8.51,0.13125578,25.66667199,10派0.3,0.327510917030568,2012-04-28T00:00:00,2010-12-31T00:00:00,1,80103301
351,601118,海南橡胶,0.18,0.19,6325548158.34,69.0113311,21.2813,572841410.14,100.47276874,61.2145,2.10263227,15.62,-0.03850488,20.10303263,10派0.8,0.649350649350649,2012-04-28T00:00:00,2010-12-31T00:00:00,1,80094508
352,601798,蓝科高新,0.467,0.428,645282985.67,-1.92925529,12.284,112163222.63,-7.14947193,42.1541,2.58454209,17.91,0.01952208,38.97916328,,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,80128788
353,600881,亚泰集团,0.26,0.22,8136373355.51,32.92353279,-50.727,492030042.48,-34.03345264,-53.0146,3.83878945,6.88,-1.06098669,26.2496136,10派1,1.22549019607843,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000830
354,600838,上海九百,0.0718,0.0407,150507656.71,-15.18656094,63.1004,28792367.16,126.2313351,4513.7181,1.47588141,4.98,-0.07860023,34.30761832,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000787
355,601009,南京银行,0.9,0.9,5305526000.0,46.25399471,-2.9146,2310912000.0,49.69654687,-23.1886,6.34360661,17.21,7.71531186,-,10派2,2.28310502283105,2012-04-28T00:00:00,2010-12-31T00:00:00,1,80001483
356,600783,鲁信创投,0.59,0.48,213259248.3,25.14297348,-16.2426,436573906.16,355.91278571,110.0797,5.7423597,22.65,-0.0646781,26.8859191,10转10派0.9,0.327391778828665,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000732
357,600779,水井坊,0.48,0.4,1818164507.33,8.64458056,332.2333,235394765.8,-26.56664738,7691.3526,2.99,16.44,-0.07647626,55.54073046,10派2.3,1.14885114885115,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000728
358,600569,安阳钢铁,0.029,0.036,28296734218.28,23.49656263,1.675,69441170.95,-45.49612178,-61.9974,4.41483934,0.66,-0.3839615,6.35416263,10派0.2,0.619195046439629,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000384
359,600319,亚星化学,0.02,-0.27,2097844083.62,21.85246582,38.186,7210072.73,105.06294597,282.3788,2.93899744,0.68,0.86384327,2.69162623,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000261
360,600966,博汇纸业,0.3231,0.3173,4605857523.04,47.5071813,27.9176,163027394.1,-18.23732835,-23.4991,5.88531529,5.64,-0.5464156,16.29537269,10派0.5,0.669344042838019,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10001374
361,600143,金发科技,0.41,0.18,10242325274.43,44.00613369,10.7366,578290738.43,102.09982193,-30.7624,2.44771026,17.48,0.41140029,14.8481721,10派1,0.605693519079346,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10001385
362,600155,宝硕股份,0.01,-0.09,1012448986.54,34.30835082,40.5107,5871930.17,101.99968299,14.2603,-6.3939253,-,0.00940748,4.99291742,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000119
363,600634,富控互动,-0.02,-0.02,14562244.64,11.69164237,736.6549,-1388341.28,97.71408935,171.7485,1.56791124,-1.01,-0.00059139,40.07504725,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000441
364,600576,祥源文化,-0.12,-0.15,330881587.76,3.69376091,-5.6262,-26444793.33,-185.29566128,91.2287,2.47022125,-4.82,0.3368831,33.63955493,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10001259
365,600387,海越股份,0.15,0.13,1475961726.8,61.86138755,-5.3095,59763789.57,-73.10047112,-94.6343,2.38184107,6.28,-0.02747358,4.41203144,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10001327
366,600671,天目药业,-0.07,-0.11,234226890.57,-4.52846759,20.146,-8829625.05,88.27675451,-261.9043,1.15530114,-6.08,-0.10346507,44.79050549,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000478
367,600664,哈药股份,0.7,0.7,12535439812.71,17.40270603,-13.8375,1130244886.43,21.15019713,10.5425,5.24163634,19.2,0.92807043,29.82870568,10转3派5.8,5.14184397163121,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000471
368,600661,新南洋,0.0374,-0.07,558863774.39,48.56143337,-14.8729,6502023.9,112.00185152,743.6249,2.1,1.97,0.28793522,19.31641701,10派0.3,0.318809776833156,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000468
369,600652,游久游戏,0.04,0.03,1915533130.28,2.37189816,17.9759,22349165.89,-9.7485042,7796.5521,1.71819438,2.38,0.96056718,44.67374069,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000459
370,600648,外高桥,0.66,0.66,8881179407.7,23.4608474,46.1312,662375094.68,88.02746457,199.7764,4.50870561,14.91,-0.35632452,25.19836666,10派1.4,1.04321907600596,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000455
371,600250,南纺股份,-0.2393,-0.2798,5873871587.61,15.31251055,14.7688,-61911744.09,-41.85985897,333.2259,1.13959177,-20.38,-0.36853383,4.57992297,10派0.1,0.129032258064516,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000204
372,600891,秋林集团,0.58,0.07,265435809.62,28.08428214,24.1161,140505299.48,2776.23364413,-111.1555,1.4059872,51.32,0.4315377,38.47423681,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000559
373,600747,*ST大控,-0.17,-0.172,647030661.84,-33.46693013,72.3909,-179873235.06,-1370.37638248,-374.4334,0.74300149,-20.34,-0.11741635,22.32182132,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000554
374,600556,ST慧球,0.012,-0.012,63110.53,-99.67791887,-,4850950.69,-99.4854611,493.7103,-0.14925742,-,-0.1352765,-,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000373
375,600091,ST明科,0.04,-0.19,8363425.18,-77.14427319,-16.3828,14124887.32,101.49049029,439.8584,2.14027313,2.0,-0.53171454,27.07418087,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000064
376,600979,广安爱众,0.11,0.1045,757030490.35,23.06200471,1.1056,55526447.75,15.22183038,-16.5251,2.9299286,9.97,0.38883021,37.39805305,10转9送1派0.2,0.271739130434783,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10001435
377,600759,洲际油气,0.1504,0.0581,902001635.62,270.45490345,185.1666,183563337.81,15.64175715,1529.8863,1.55953634,10.14,-0.10490748,24.42979401,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000708
378,600681,百川能源,0.12,-0.06,6819813.07,-22.14710332,25.4951,29201802.2,257.65160466,5.4732,-2.17262165,0.0,0.48555979,78.79917844,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000488
379,600679,上海凤凰,0.0211,-0.0497,906720674.63,0.50620945,-8.7678,7464372.23,124.27215926,621.1509,1.68172705,1.24,0.01388762,11.4818711,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000486
380,600490,鹏欣资源,0.09,-0.29,810887859.69,594.82336891,2.6452,11285338.18,107.78067927,921.4342,0.7944048,-0.02,-0.03139454,3.71664441,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10001281
381,600392,盛和资源,-0.56,0.77,366158717.03,-21.49926434,33.834,-88191372.52,-1561.64870042,-312.1949,2.5948133,91.63,0.28650807,7.75040893,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10001275
382,600131,岷江水电,0.28,0.17,538976244.62,41.33023501,20.0394,143514750.81,348.21884871,4.1789,1.26554203,24.91,0.1980966,17.32894497,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000102
383,600129,太极集团,-0.4039,-0.16,5985825288.04,13.46833152,-12.5429,-172434054.32,-635.13760006,-2444.0374,2.53181844,-14.06,0.29273665,23.85391894,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000100
384,600108,亚盛集团,0.0749,0.0386,1410533967.87,0.57424875,128.0549,130137588.46,3.50862062,1141.2452,1.51087345,4.85,0.03194842,18.12503194,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000081
385,600209,罗顿发展,0.05,0.0458,196010102.78,10.53502234,610.089,20037665.52,151.89954333,569.1123,1.52601069,3.04,0.10914209,20.3159087,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000168
386,600432,*ST吉恩,0.14,0.11,2249569993.08,99.74482602,94.8797,107195593.02,-6.11564088,-127.8024,4.52203811,3.35,-0.63874752,29.79520528,10派1,0.443262411347518,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10001302
387,600352,浙江龙盛,0.5672,0.4586,6677151544.01,44.52277596,14.7929,805085359.36,19.94694265,6.9701,4.17559133,15.33,-0.59589641,23.12685347,10派1,1.11234705228031,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10001292
388,600191,华资实业,-0.1495,-0.1218,143137906.22,33.20044426,-18.6681,-72496508.78,-237.58057077,-244.9259,3.85191515,-3.71,-0.06835084,-11.90576572,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000152
389,600186,莲花健康,0.0166,-0.2244,2697881265.06,8.84579808,41.3982,17584517.58,-90.77845682,-191.8627,1.2419788,1.34,0.06262002,5.60953436,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000147
390,600624,复旦复华,0.059,0.04,598598586.66,5.8935983,10.0334,20439569.05,44.32114923,78.9292,1.57268898,3.833,0.23217176,28.9165208,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000431
391,600399,抚顺特钢,0.06,0.0483,5281593366.01,26.44025473,6.3328,31150281.79,17.06623372,125.3903,3.19900741,1.89,0.2786543,7.69667907,不分配不转增,-,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000319
392,600523,贵航股份,0.36,0.34,2291874775.95,26.5858609,15.2651,102876168.4,-2.76164274,-66.5005,5.15089081,7.17,0.34626092,23.24336795,10派1.26,0.618556701030928,2012-04-28T00:00:00,2010-12-31T00:00:00,1,10000354
