code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
002398,建研集团,0.86,-10.42,,14.89,,22647.8,16.58,,03-26
600983,惠而浦,0.68,19.3,,20.67,,36265.9,19.46,10派0.8,03-26
600600,青岛啤酒,1.46,12.21,,14.87,,197337.21,12.2,10派4.5,03-26
600834,申通地铁,0.25,8.59,,9.62,,12054.91,8.59,10派0.8,03-26
002451,摩恩电气,0.08,166.67,,2.67,,1699.21,138.22,,03-26
300251,光线传媒,0.65,-49.61,4.38,15.7,1.49,32794.36,5.71,,03-26
000156,华数传媒,0.23,35.29,,24.89,,25391.7,45.46,,03-26
000902,新洋丰,-0.16,-5.88,,-22.63,,-4178.62,-5.41,,03-26
300009,安科生物,0.38,-3.92,2.73,14.73,0.22,8987.01,21.54,,03-26
300041,回天新材,0.53,-21.44,5.79,9.41,0.04,8890.92,25.71,,03-26
002007,华兰生物,0.82,58.24,,16.85,,47533.75,58.56,10派4,03-26
300320,海达股份,0.51,-47.96,4.87,10.86,0.15,6760.37,15.5,,03-26
600362,江西铜业,1.03,-31.79,,8.16,,356500.92,-31.65,10派5,03-26
600398,海澜之家,0.22,37.5,,6.74,,14173.5,35.58,10派1.9,03-26
300105,龙源技术,0.67,-9.46,7.09,9.9,0.36,19198.64,-9.37,10派1.5转8,03-26
002708,光洋股份,0.53,-9.41,,11.24,,5338.88,-9.41,,03-26
000039,中集集团,0.82,12.33,7.77,11.0,1.03,218032.1,12.44,10派2.7,03-26
600987,航民股份,0.65,-2.99,,21.1,,41110.7,45.61,10派2,03-26
600212,江泉实业,0.04,-138.17,,2.1,,2129.37,-138.19,,03-26
300078,思创医惠,0.51,21.43,6.94,7.41,0.17,8579.56,20.56,,03-26
002407,多氟多,0.07,-61.32,,1.12,,1635.89,-61.1,,03-26
002471,中超控股,0.33,32.0,,10.77,,16500.83,205.98,,03-26
300067,安诺其,0.3,114.29,4.82,6.37,-0.16,4772.66,108.51,,03-26
300115,长盈精密,0.86,17.81,6.54,13.97,1.18,22167.03,18.24,,03-26
002139,拓邦股份,0.19,26.67,,8.11,,4051.85,21.23,10派1,03-26
600316,洪都航空,0.13,3.76,,1.95,,9091.22,3.76,10派0.4,03-26
300072,三聚环保,0.4,-13.04,2.94,14.68,0.06,20459.3,13.62,,03-26
002465,海格通信,0.49,-37.97,,7.37,,32619.85,23.92,,03-26
002192,融捷股份,-0.39,-1400.0,,-15.0,,-5397.68,-1399.42,,03-26
002546,新联电子,0.88,-14.56,,12.64,,14830.39,-14.02,,03-26
600180,瑞茂通,0.54,-0.68,,31.24,,47116.56,23.41,,03-26
002262,恩华药业,0.54,-9.88,,23.26,,17625.36,26.17,,03-26
600372,中航电子,0.36,0.31,,10.38,,62742.27,33.54,10派0.5,03-26
002363,隆基机械,0.38,18.75,,4.62,,5278.23,37.32,,03-26
600035,楚天高速,0.27,28.57,,7.44,,25533.32,30.71,10派0.9转3,03-26
300114,中航电测,0.31,-22.5,5.31,5.94,0.11,4769.73,0.08,,03-26
601113,华鼎股份,0.12,0.0,,4.59,,7954.32,4.47,,03-26
300001,特锐德,0.59,47.5,6.41,9.59,0.32,11837.07,47.27,,03-26
002604,ST龙力,0.3,-23.08,,4.13,,7234.2,0.31,,03-26
002079,苏州固锝,0.06,107.14,,3.46,,4228.15,108.34,10派0.2,03-26
000705,浙江震元,0.39,8.21,,5.68,,6443.81,35.17,,03-26
300006,莱美药业,0.32,10.34,5.44,7.77,0.37,6080.86,13.21,,03-26
600320,振华重工,0.03,-112.5,,0.97,,13983.63,-113.4,,03-26
601788,光大证券,0.06,-79.48,,0.93,,20577.72,-79.48,10派0.2,03-26
600573,惠泉啤酒,0.08,-126.67,,1.93,,2037.4,-127.6,10派0.25,03-26
000905,厦门港务,0.62,37.78,,15.45,,32930.5,37.44,10派0.7,03-26
300301,长方集团,0.1,-45.98,2.78,3.75,0.45,2748.65,-42.21,,03-26
300371,汇中股份,1.43,21.19,4.45,30.91,1.51,6008.69,20.75,,03-26
002121,科陆电子,0.22,1.31,,6.63,,8592.69,1.3,,03-26
002474,榕基软件,0.2,-66.31,,4.73,,6283.87,-49.46,,03-26
600894,广日股份,1.1,94.53,,33.75,,86390.26,97.82,,03-26
000890,法尔胜,0.02,-38.32,,0.62,,640.04,-38.57,10派0.2,03-26
601111,中国国航,0.27,-34.15,,6.3,,331861.3,-32.93,10派0.4531,03-26
300306,远方信息,0.75,13.64,8.13,9.68,0.86,8999.78,24.17,,03-26
601700,风范股份,0.49,-27.94,,8.21,,21507.42,43.17,,03-25
601918,新集能源,0.01,-99.17,,0.17,,1491.44,-98.89,,03-25
600795,国电电力,0.36,10.98,,16.62,,627915.61,24.33,10派1.3,03-25
000819,岳阳兴长,0.29,1.03,,10.53,,6245.35,1.04,10派0.5送1,03-25
600655,豫园股份,0.68,1.34,,15.88,,98084.85,1.34,10派2.1,03-25
000962,东方钽业,0.01,-96.62,,0.15,,354.1,-96.6,10派0.3,03-25
300037,新宙邦,0.73,-3.95,7.31,10.39,0.69,12547.11,-3.35,,03-25
002319,乐通股份,0.1,-50.0,,3.86,,2088.85,4.62,,03-25
002645,华宏科技,0.3,-15.99,,5.36,,3601.87,-15.98,,03-25
600196,复星医药,0.9,12.5,,12.3,,202705.77,29.61,10派2.7,03-25
600623,华谊集团,0.34,4.88,,11.72,,30568.17,4.63,10派1.08,03-25
300042,朗科科技,0.04,-62.47,6.08,0.73,0.18,592.93,-62.49,,03-25
300047,天源迪科,0.39,-39.06,3.64,11.2,-0.06,12218.04,22.51,,03-25
000655,金岭矿业,0.44,23.94,,8.95,,26167.15,23.72,10派1,03-25
300112,万讯自控,0.21,40.0,2.91,7.37,0.21,3363.77,41.33,,03-25
002265,西仪股份,0.02,-111.11,,1.16,,585.99,-111.37,,03-25
600686,金龙汽车,0.52,8.33,,10.54,,22961.82,8.87,10派2,03-25
002634,棒杰股份,0.29,-27.5,,5.93,,2901.18,-27.21,,03-25
601908,京运通,0.07,-22.22,,1.56,,5690.95,-25.0,,03-25
000777,中核科技,0.3,6.27,,6.33,,6428.25,6.27,10派1送3转5,03-25
600963,岳阳林纸,0.02,-107.69,,0.36,,1937.06,-108.88,10派0.06,03-25
002205,国统股份,0.61,340.39,,7.87,,7078.94,340.28,,03-25
002559,亚威股份,0.46,2.22,,6.74,,8178.64,3.9,,03-25
002253,川大智胜,0.49,11.64,,8.53,,6839.86,11.06,,03-25
300138,晨光生物,0.06,-82.2,5.5,1.06,-0.2,1049.4,-82.18,,03-25
600085,同仁堂,0.5,14.84,,14.91,,65601.37,15.08,10派2,03-25
300154,瑞凌股份,0.42,13.51,6.39,6.66,0.76,9354.09,12.35,,03-25
002483,润邦股份,0.28,7.69,,4.81,,10088.6,9.43,,03-25
600177,雅戈尔,0.61,-15.28,,9.69,,135959.7,-14.95,10派5,03-25
600195,中牧股份,0.59,-1.16,,10.9,,23575.9,0.51,10派1.65,03-25
002360,同德化工,0.63,9.68,,15.79,,11396.18,64.53,,03-25
300224,正海磁材,0.32,-47.9,5.79,5.68,0.28,7752.88,-47.76,,03-25
603288,海天味业,2.26,32.94,,45.0,,160641.88,33.03,,03-25
002012,凯恩股份,0.03,-83.33,,1.3,,1455.53,-83.07,,03-25
600392,盛和资源,0.39,-44.29,,15.03,,14784.96,-4.33,,03-25
002509,天广中茂,0.23,-66.67,,10.53,,9107.2,-33.61,,03-25
600636,*ST爱富,0.18,-49.59,,4.2,,7046.19,-49.48,10派0.6,03-25
002252,上海莱士,0.29,-36.96,,13.55,,14379.46,-36.1,,03-25
300003,乐普医疗,0.45,-10.31,3.48,13.36,0.41,36164.55,-10.32,,03-25
002285,世联行,0.75,15.38,,20.13,,31828.81,50.64,,03-25
002322,理工环科,0.47,-38.96,,11.36,,13311.55,25.02,,03-25
601872,招商轮船,-0.46,-2400.0,,-18.91,,-218352.33,-2497.6,,03-25
600380,健康元,0.18,61.35,,6.88,,27362.45,61.41,10派0.4,03-25
600051,宁波联合,0.2,81.82,,3.28,,6002.76,81.31,10派1.6转15,03-25
002434,万里扬,0.43,59.26,,7.38,,14556.15,58.04,,03-25
600119,长江投资,0.12,9.09,,4.89,,3608.55,9.94,10派0.7,03-25
000755,*ST三维,-0.81,30.91,,-21.65,,-37958.39,30.89,,03-25
300218,安利股份,0.35,51.19,4.03,9.02,0.62,7378.47,51.19,,03-25
300363,博腾股份,1.04,25.3,4.43,26.47,1.18,10020.14,24.82,,03-25
601958,金钼股份,0.06,-62.5,,1.35,,17802.26,-65.89,,03-25
600056,中国医药,1.06,-5.43,,16.07,,48483.2,39.1,10派2.873送10,03-25
600519,贵州茅台,14.58,13.73,,39.43,,1513663.98,13.74,10派43.74送1,03-25
000962,东方钽业,0.01,-96.62,,0.15,,354.1,-96.6,10派0.3,03-25
300037,新宙邦,0.73,-3.95,7.31,10.39,0.69,12547.11,-3.35,,03-25
002319,乐通股份,0.1,-50.0,,3.86,,2088.85,4.62,,03-25
601700,风范股份,0.49,-27.94,,8.21,,21507.42,43.17,,03-25
601918,新集能源,0.01,-99.17,,0.17,,1491.44,-98.89,,03-25
600795,国电电力,0.36,10.98,,16.62,,627915.61,24.33,10派1.3,03-25
600196,复星医药,0.9,12.5,,12.3,,202705.77,29.61,10派2.7,03-25
600623,华谊集团,0.34,4.88,,11.72,,30568.17,4.63,10派1.08,03-25
300042,朗科科技,0.04,-62.47,6.08,0.73,0.18,592.93,-62.49,,03-25
002645,华宏科技,0.3,-15.99,,5.36,,3601.87,-15.98,,03-25
002265,西仪股份,0.02,-111.11,,1.16,,585.99,-111.37,,03-25
600686,金龙汽车,0.52,8.33,,10.54,,22961.82,8.87,10派2,03-25
002634,棒杰股份,0.29,-27.5,,5.93,,2901.18,-27.21,,03-25
300047,天源迪科,0.39,-39.06,3.64,11.2,-0.06,12218.04,22.51,,03-25
000655,金岭矿业,0.44,23.94,,8.95,,26167.15,23.72,10派1,03-25
300112,万讯自控,0.21,40.0,2.91,7.37,0.21,3363.77,41.33,,03-25
600963,岳阳林纸,0.02,-107.69,,0.36,,1937.06,-108.88,10派0.06,03-25
002205,国统股份,0.61,340.39,,7.87,,7078.94,340.28,,03-25
002559,亚威股份,0.46,2.22,,6.74,,8178.64,3.9,,03-25
002253,川大智胜,0.49,11.64,,8.53,,6839.86,11.06,,03-25
601908,京运通,0.07,-22.22,,1.56,,5690.95,-25.0,,03-25
000777,中核科技,0.3,6.27,,6.33,,6428.25,6.27,10派1送3转5,03-25
002483,润邦股份,0.28,7.69,,4.81,,10088.6,9.43,,03-25
600177,雅戈尔,0.61,-15.28,,9.69,,135959.7,-14.95,10派5,03-25
600195,中牧股份,0.59,-1.16,,10.9,,23575.9,0.51,10派1.65,03-25
300138,晨光生物,0.06,-82.2,5.5,1.06,-0.2,1049.4,-82.18,,03-25
600085,同仁堂,0.5,14.84,,14.91,,65601.37,15.08,10派2,03-25
300154,瑞凌股份,0.42,13.51,6.39,6.66,0.76,9354.09,12.35,,03-25
300224,正海磁材,0.32,-47.9,5.79,5.68,0.28,7752.88,-47.76,,03-25
603288,海天味业,2.26,32.94,,45.0,,160641.88,33.03,,03-25
002360,同德化工,0.63,9.68,,15.79,,11396.18,64.53,,03-25
002509,天广中茂,0.23,-66.67,,10.53,,9107.2,-33.61,,03-25
600636,*ST爱富,0.18,-49.59,,4.2,,7046.19,-49.48,10派0.6,03-25
002252,上海莱士,0.29,-36.96,,13.55,,14379.46,-36.1,,03-25
300003,乐普医疗,0.45,-10.31,3.48,13.36,0.41,36164.55,-10.32,,03-25
002285,世联行,0.75,15.38,,20.13,,31828.81,50.64,,03-25
002012,凯恩股份,0.03,-83.33,,1.3,,1455.53,-83.07,,03-25
600392,盛和资源,0.39,-44.29,,15.03,,14784.96,-4.33,,03-25
300218,安利股份,0.35,51.19,4.03,9.02,0.62,7378.47,51.19,,03-25
300363,博腾股份,1.04,25.3,4.43,26.47,1.18,10020.14,24.82,,03-25
002322,理工环科,0.47,-38.96,,11.36,,13311.55,25.02,,03-25
601872,招商轮船,-0.46,-2400.0,,-18.91,,-218352.33,-2497.6,,03-25
600380,健康元,0.18,61.35,,6.88,,27362.45,61.41,10派0.4,03-25
600051,宁波联合,0.2,81.82,,3.28,,6002.76,81.31,10派1.6转15,03-25
002434,万里扬,0.43,59.26,,7.38,,14556.15,58.04,,03-25
600119,长江投资,0.12,9.09,,4.89,,3608.55,9.94,10派0.7,03-25
000755,*ST三维,-0.81,30.91,,-21.65,,-37958.39,30.89,,03-25
000502,绿景控股,0.04,-166.67,,3.54,,696.88,-160.97,,03-25
002279,久其软件,0.34,204.32,,8.66,,5943.39,204.27,,03-25
601958,金钼股份,0.06,-62.5,,1.35,,17802.26,-65.89,,03-25
600056,中国医药,1.06,-5.43,,16.07,,48483.2,39.1,10派2.873送10,03-25
600519,贵州茅台,14.58,13.73,,39.43,,1513663.98,13.74,10派43.74送1,03-25
300212,易华录,0.35,-46.34,3.18,11.69,-0.66,9428.76,7.27,,03-25
600581,八一钢铁,0.04,-80.0,,0.91,,3338.04,-78.36,10派0.15,03-25
600809,山西汾酒,1.11,-27.65,,25.62,,96042.48,-27.64,10派3.5,03-25
600113,浙江东日,0.06,-33.33,,3.59,,2035.16,-28.41,10派0.2,03-25
600130,波导股份,0.09,0.0,,8.6,,6796.65,-0.8,,03-25
600028,中国石化,0.58,-20.79,4.91,12.24,1.31,6717900.0,5.8,10派1.5,03-24
600222,太龙药业,0.08,64.49,,4.49,,3605.95,78.52,10派0.25,03-24
002052,同洲电子,0.05,-91.23,,2.71,,3415.65,-82.32,,03-24
600188,兖州煤业,0.26,-76.95,7.93,2.98,0.6,127121.1,-76.95,10派0.2,03-24
600028,中国石化,0.58,-20.79,4.91,12.24,1.31,6717900.0,5.8,10派1.5,03-24
600222,太龙药业,0.08,64.49,,4.49,,3605.95,78.52,10派0.25,03-24
002052,同洲电子,0.05,-91.23,,2.71,,3415.65,-82.32,,03-24
600377,宁沪高速,0.54,16.04,,14.49,,270774.31,16.05,10派3.8,03-24
300289,利德曼,0.72,7.46,5.54,13.66,0.59,11007.2,11.99,,03-24
300101,振芯科技,-0.06,-168.18,2.56,-2.11,0.07,-1533.15,-162.98,,03-22
600741,华域汽车,1.34,11.57,,18.19,,346144.23,11.53,10派4.7,03-22
600970,中材国际,0.08,-88.57,,1.95,,8934.97,-88.29,,03-22
000948,南天信息,0.04,46.01,,0.72,,947.77,48.36,10派0.2,03-22
600680,*ST上普,0.04,-119.62,,1.15,,1557.31,-119.54,,03-22
600714,金瑞矿业,0.08,100.0,,5.13,,2268.8,95.99,,03-22
601877,正泰电器,1.53,21.43,,31.11,,154173.94,22.21,,03-22
600859,王府井,1.5,3.09,,11.34,,69408.45,3.09,10派5,03-22
600126,杭钢股份,0.02,-104.44,,0.63,,2065.11,-105.44,10派0.1,03-22
000028,国药一致,1.81,9.7,,26.0,,52048.82,9.39,10派1.8,03-22
600114,东睦股份,0.36,89.47,3.61,10.48,,7342.62,93.61,10派1.5转5,03-22
002172,澳洋科技,0.04,-33.33,,3.45,,2091.25,-41.34,,03-22
002028,思源电气,0.79,41.07,,11.43,,34674.57,39.65,,03-22
002113,天润数娱,0.03,-35.71,,3.53,,323.31,-35.17,,03-22
002166,莱茵生物,0.27,-152.94,,19.1,,3444.82,-152.22,,03-22
300303,聚飞光电,0.6,-14.29,4.21,15.3,0.72,13093.57,43.06,,03-22
600391,航发科技,0.1,-9.09,,1.95,,3188.99,-14.88,10派0.3,03-22
600078,澄星股份,0.04,-14.29,,1.35,,2362.38,-14.26,10派0.15,03-22
600525,长园集团,0.35,40.0,,12.73,,30389.95,42.24,10派1.1,03-22
600723,首商股份,0.5,-17.22,,11.67,,32918.49,-17.28,10派1.6,03-22
300104,乐视网,0.32,-30.43,2.0,18.19,0.22,25500.97,31.32,,03-22
600784,鲁银投资,0.19,-11.11,,10.14,,9548.58,-11.16,10派0.3,03-22
002101,广东鸿图,0.51,8.51,,8.17,,9008.51,15.91,,03-22
000813,德展健康,0.06,-260.59,,2.73,,2625.65,-293.74,,03-22
002202,金风科技,0.16,179.4,,3.25,,42764.6,179.41,,03-22
002706,良信电器,1.25,10.62,,24.09,,8103.51,10.61,,03-22
300216,千山药机,0.46,-13.21,4.71,10.33,0.55,8461.92,18.82,,03-22
000151,中成股份,0.31,112.57,,9.95,,9311.3,112.87,10派3,03-22
002561,徐家汇,0.59,1.2,,14.43,,24458.05,1.25,,03-22
000595,*ST宝实,-0.51,-1375.0,,-47.85,,-11961.59,-1574.61,,03-22
600027,华电国际,,,,19.72,,413860.8,191.93,,03-22
600836,界龙实业,0.03,30.77,,2.46,,1064.6,31.81,10派0.2,03-22
600716,凤凰股份,0.31,200.39,,11.81,,22760.9,200.35,10派1,03-22
601633,长城汽车,2.7,44.39,,33.41,,822364.84,44.47,,03-22
002089,新海宜,0.2,-23.08,,7.51,,8535.3,-22.53,,03-22
300210,森远股份,0.77,20.31,5.65,14.43,-0.27,10318.48,20.6,,03-22
000619,海螺型材,0.39,-30.81,,6.22,,13954.02,-30.81,10派1,03-22
600606,绿地控股,0.13,-35.0,,3.18,,6963.07,-33.66,10派0.41,03-22
002003,伟星股份,0.81,24.62,,12.46,,20926.86,23.81,,03-22
002232,启明信息,0.02,-82.1,,0.77,,761.21,-82.06,,03-22
600630,龙头股份,0.12,9.09,,3.39,,5223.68,14.4,,03-22
300015,爱尔眼科,0.52,20.93,3.85,14.02,0.95,22349.56,22.25,,03-22
600330,天通股份,0.02,-106.29,,1.04,,1214.05,-106.16,,03-22
000818,方大化工,-0.13,-580.3,,-4.36,,-8625.1,-581.21,,03-21
002221,东华能源,0.21,-46.45,,8.51,,12503.59,36.21,,03-21
000510,金路集团,-0.29,-1184.41,,-17.9,,-17371.72,-1186.12,,03-21
600159,大龙地产,0.28,-333.33,,12.16,,22924.98,-335.3,,03-21
002596,海南瑞泽,0.18,-61.7,,4.39,,3880.97,-38.99,,03-21
600483,福能股份,0.07,-12.5,,2.87,,2144.78,-5.64,10派0.5,03-21
000928,中钢国际,-1.41,121.05,,-67.78,,-39783.5,121.06,,03-21
300304,云意电气,0.94,-3.09,8.98,10.9,0.35,9392.51,3.03,,03-21
600724,宁波富达,0.28,16.77,,11.08,,40654.29,16.77,10派1.2,03-21
600969,郴电国际,0.6,14.97,,9.16,,12657.27,14.97,10派1.8072,03-21
000166,申万宏源,0.26,23.81,,,,172744.32,22.7,,03-21
000995,皇台酒业,-0.17,-383.33,,-17.08,,-2930.53,-389.15,,03-21
600823,世茂股份,1.4,19.66,,12.15,,164319.01,20.26,10派1.5,03-21
002441,众业达,0.79,-7.06,,9.08,,18269.27,-7.19,,03-21
300225,金力泰,0.58,4.55,5.76,10.3,0.29,7512.16,35.45,,03-21
300241,瑞丰光电,0.26,-40.21,2.79,9.93,0.62,5660.38,20.78,,03-21
002221,东华能源,0.21,-46.45,,8.51,,12503.59,36.21,,03-21
000510,金路集团,-0.29,-1184.41,,-17.9,,-17371.72,-1186.12,,03-21
000818,方大化工,-0.13,-580.3,,-4.36,,-8625.1,-581.21,,03-21
002596,海南瑞泽,0.18,-61.7,,4.39,,3880.97,-38.99,,03-21
600159,大龙地产,0.28,-333.33,,12.16,,22924.98,-335.3,,03-21
000928,中钢国际,-1.41,121.05,,-67.78,,-39783.5,121.06,,03-21
300304,云意电气,0.94,-3.09,8.98,10.9,0.35,9392.51,3.03,,03-21
600483,福能股份,0.07,-12.5,,2.87,,2144.78,-5.64,10派0.5,03-21
600724,宁波富达,0.28,16.77,,11.08,,40654.29,16.77,10派1.2,03-21
600969,郴电国际,0.6,14.97,,9.16,,12657.27,14.97,10派1.8072,03-21
000166,申万宏源,0.26,23.81,,,,172744.32,22.7,,03-21
002396,星网锐捷,0.68,6.9,,12.37,,23917.75,6.91,,03-21
600421,ST仰帆,0.07,-88.52,,-38.09,,1379.75,-88.48,,03-21
600831,广电网络,0.24,-2.25,2.98,8.44,1.47,13704.74,-2.22,10派0.1,03-21
002449,国星光电,0.26,187.1,,5.3,,11297.72,187.23,,03-21
000958,东方能源,2.23,-1113.64,,-159.76,,66828.61,-1112.54,,03-21
000628,高新发展,0.06,72.97,,6.88,,1399.69,70.35,,03-21
600791,京能置业,0.35,-5.41,,11.98,,15643.7,-5.39,10派0.5,03-21
600602,云赛智联,0.1,11.11,,4.66,,11406.85,6.39,,03-20
600639,浦东金桥,0.46,27.99,,9.59,,42728.45,28.0,10派1.4,03-20
002288,超华科技,0.12,-18.88,,4.04,,4607.96,6.38,,03-20
600511,国药股份,0.86,22.54,,21.12,,41150.97,22.54,10派2.6,03-20
002496,辉丰股份,0.67,-5.63,,9.04,,16313.96,41.2,,03-20
600985,雷鸣科化,0.47,74.07,,8.76,,8254.86,127.55,10派1,03-20
000786,北新建材,1.57,33.73,,23.28,,90550.98,33.8,10派4.3,03-20
300237,美晨生态,0.56,69.7,10.22,5.65,1.13,3211.88,73.08,,03-20
300274,阳光电源,0.56,143.48,6.26,9.37,0.9,18103.2,148.66,,03-20
600446,金证股份,0.42,55.56,,17.5,,10920.8,53.59,10派0.84,03-20
300199,翰宇药业,0.32,-28.89,2.81,12.17,0.38,12993.07,44.69,,03-20
600548,深高速,0.33,5.1,,7.4,,71969.16,5.14,10派1.6,03-20
002243,通产丽星,0.19,-36.46,,4.97,,6107.13,-18.91,,03-20
000862,银星能源,-0.52,-2741.92,,-57.77,,-14806.56,-2738.21,,03-20
002056,横店东磁,0.68,-228.3,,9.95,,27935.06,-226.72,,03-20
600201,生物股份,0.89,93.48,,21.35,,25088.31,92.34,10派2.8,03-20
600571,信雅达,0.45,29.71,,15.91,,9203.15,31.13,10派1.4,03-20
600219,南山铝业,0.41,13.89,,4.66,,79362.63,14.87,10派1.5,03-20
300336,新文化,1.2,8.22,9.63,13.01,-0.73,11474.1,26.7,,03-20
002681,奋达科技,0.87,55.36,,13.91,,13069.31,72.64,,03-20
600241,时代万恒,0.08,14.29,,2.8,,1383.65,10.33,10派0.25,03-20
000402,金融街,0.96,28.0,,13.79,,289151.73,27.42,10派2.5,03-20
002702,海欣食品,0.24,-79.17,,4.29,,3375.39,-48.72,,03-20
600793,宜宾纸业,0.07,-87.06,,24.83,,725.33,-87.06,,03-20
000058,深赛格,0.07,19.1,,4.44,,5433.87,19.2,,03-20
600621,华鑫股份,0.56,61.69,,19.06,,29602.43,61.72,10派1.7,03-20
300008,天海防务,0.06,-50.0,2.39,2.3,0.4,1198.73,-49.91,,03-20
002611,东方精工,0.31,-13.89,,7.2,,5613.0,-12.17,,03-20
600780,通宝能源,0.33,3.43,,10.35,,38323.68,3.41,10派1.1,03-20
002129,中环股份,0.08,-163.03,,2.07,,7164.27,-176.5,,03-20
600235,民丰特纸,0.05,-16.67,,1.34,,1723.94,7.93,,03-20
000416,民生控股,0.01,-92.39,,0.56,,446.32,-92.4,,03-20
002022,科华生物,0.59,20.22,,27.54,,28832.92,20.22,10派2.3,03-20
300126,锐奇股份,0.39,11.41,6.47,6.11,0.12,5846.08,11.42,,03-20
002423,中原特钢,0.01,-96.67,,0.13,,231.52,-96.76,,03-20
600576,祥源文化,0.04,-113.33,,1.68,,833.17,-112.88,,03-20
600652,游久游戏,0.01,-97.14,,0.46,,447.43,-97.74,10派0.03,03-20
600511,国药股份,0.86,22.54,,21.12,,41150.97,22.54,10派2.6,03-20
002496,辉丰股份,0.67,-5.63,,9.04,,16313.96,41.2,,03-20
600985,雷鸣科化,0.47,74.07,,8.76,,8254.86,127.55,10派1,03-20
600602,云赛智联,0.1,11.11,,4.66,,11406.85,6.39,,03-20
600639,浦东金桥,0.46,27.99,,9.59,,42728.45,28.0,10派1.4,03-20
002288,超华科技,0.12,-18.88,,4.04,,4607.96,6.38,,03-20
000786,北新建材,1.57,33.73,,23.28,,90550.98,33.8,10派4.3,03-20
300237,美晨生态,0.56,69.7,10.22,5.65,1.13,3211.88,73.08,,03-20
300274,阳光电源,0.56,143.48,6.26,9.37,0.9,18103.2,148.66,,03-20
000612,焦作万方,0.41,-1390.62,,7.05,,26294.12,-1812.02,,03-19
300231,银信科技,0.39,-21.76,2.96,14.05,0.28,4721.08,17.37,,03-19
600026,中远海能,-0.68,-3211.06,,-10.27,,-229840.08,-3216.85,,03-19
002409,雅克科技,0.47,-5.34,,6.46,,7868.14,-5.34,,03-19
600485,信威集团,0.11,-132.92,,3.26,,1480.39,-132.88,,03-19
600011,华能国际,0.75,78.57,,17.87,,1052013.37,79.26,10派3.8,03-19
600702,沱牌舍得,0.03,-96.82,,0.51,,1177.42,-96.82,10派0.2,03-19
300030,阳普医疗,0.31,24.0,4.62,6.95,0.3,4611.99,23.08,,03-19
300116,坚瑞沃能,0.03,-118.88,2.99,1.01,-0.06,482.79,-137.22,,03-19
600508,上海能源,0.21,-83.59,,1.94,,15264.52,-83.45,,03-19
600170,上海建工,0.58,-15.94,,13.06,,161809.0,1.14,10派2转3,03-19
002338,奥普光电,0.63,34.04,,11.47,,7566.8,33.76,,03-19
600176,中国巨石,0.37,16.39,,8.64,,31912.81,16.39,10派1.2,03-19
002498,汉缆股份,0.4,11.11,,10.84,,43383.01,70.34,,03-19
002290,中科新材,0.14,16.67,,3.11,,3000.82,21.02,,03-19
600858,银座股份,0.51,-23.1,,9.87,,26649.21,-23.1,10派0.7,03-19
002091,江苏国泰,0.47,-11.32,,13.22,,16918.26,-11.6,,03-19
601600,中国铝业,0.07,-111.48,,2.15,,94789.1,-111.51,,03-19
000920,南方汇通,0.15,7.14,,6.31,,6516.14,10.13,,03-19
002626,金达威,0.57,1.79,,7.92,,10213.06,0.43,,03-19
000731,四川美丰,0.3,-50.32,,6.15,,17025.45,-43.57,10派0.6,03-19
600609,金杯汽车,0.02,-23.81,,4.67,,1767.25,-22.94,,03-19
601808,中海油服,1.49,47.52,,19.34,,671596.71,47.3,,03-19
600651,飞乐音响,0.08,-45.07,,4.86,,5743.9,-45.32,10派0.24,03-19
603167,渤海轮渡,0.49,-5.2,,9.29,,23353.61,10.22,,03-19
600657,信达地产,0.46,15.0,,10.25,,70389.92,14.68,10派0.8,03-19
600283,钱江水利,0.07,16.67,,2.04,,1882.04,3.24,10派0.5,03-19
300383,光环新网,1.47,21.49,6.72,24.29,2.21,6726.46,21.46,,03-19
002132,恒星科技,0.06,50.0,,2.74,,3138.93,54.11,,03-19
600889,南京化纤,0.08,60.0,,2.65,,2453.97,73.91,10派0.3,03-19
601898,中煤能源,0.27,-61.43,,4.13,,357560.2,-61.48,,03-19
600824,益民集团,0.19,-7.84,,10.24,,16503.66,10.35,10派0.6,03-19
300177,中海达,0.54,50.0,4.63,12.36,0.33,10778.31,49.09,,03-19
600221,海航控股,0.17,-56.75,,9.0,,210505.2,9.2,,03-19
600359,新农开发,0.05,-16.67,,3.78,,1516.93,-19.36,,03-18
600777,新潮能源,0.06,-150.0,1.95,2.87,,3452.06,-146.87,,03-18
002271,东方雨虹,1.04,89.09,,25.36,,36370.66,92.78,,03-18
000728,国元证券,0.34,61.9,,4.37,,66413.19,63.29,10派1,03-18
002452,长高集团,0.59,39.57,,7.21,,7660.04,39.64,,03-18
300284,苏交科,0.77,31.32,6.47,12.62,1.19,18555.41,31.32,,03-18
002581,未名医药,0.63,-21.25,,12.28,,8803.73,2.05,,03-18
002597,金禾实业,0.53,-15.87,,8.39,,14607.42,7.8,,03-18
002602,世纪华通,0.31,-13.89,,5.04,,8116.1,-13.1,,03-18
000543,皖能电力,1.11,202.45,,18.12,,109595.15,285.79,10派3转5,03-18
600063,皖维高新,0.01,-110.0,,0.84,,2029.83,-112.99,10派0.05,03-18
002722,金轮股份,0.47,-6.0,,14.66,,4827.94,-6.56,,03-18
